article,label
"Ayon sa Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA), dakong 6:10 ng umaga nang maramdaman sa National Capital Region (NCR), partikular na sa Science Garden sa Quezon City, ang 19 degrees Celsius.",0
"Sa pagsulpot muli ni Joemel Advincula sa publiko para baliktarin ang mga nauna niyang paratang laban sa Pamilya ni Pangulong Rodrigo Duterte, isinalaysay niya kung paano niya nakilala si Senador Antonio Trillanes. Base sa pahayag ni Advincula, sa pamamagitan ni Father Albert Alejo ay nagkaroon daw siya ng koneksyon sa kampo ni Trillanes. Nito huling bahagi ng Abril ay lumitaw sa isang press conference si Advincula para sabihin na siya si alyas Biloy, ang lalaki sa libelous online video series na naninira sa mga kaanak ni Presidente Duterte sa paraang pagdawit sa mga ito sa droga. Kaninang umaga ay sumupot muli siya sa harapan ng media at inamin na hindi totoo ang lahat ng sinabi niya laban sa Pangulong Duterte. Ang mga paninira ay gawa-gawa lang at ang mga nasa likod daw nito ay ang ilang personalidad sa Liberal party at si Trillanes. Kung pamilyar sa inyo ang pangalang Father Alejo na binanggit alyas Bikoy, ito ay dahil nasangkot na rin ito sa isyu ng panunuhol umano ng testigo noong 2017 para magsalita laban kay Pangulong Duterte. Isa sa testigo sinuhulan umano ni Father Alejo ay si Guillermina ""Grace"" Barrido Arcillas. Si Father Alejo din ang isa sa mga pari na nagsalita noong Marso 11, 2019 para sabihin na nakakatanggap na daw sila ng mga pagbabanta sa buhay. Ang mga pagbabanta daw ay nangyari sa ilalim ng Duterte Administration. Source: News5 | UNTV | Rappler",1
"Isa sa mga gagawin daw ni former Department of Interior and Local Government (DILG) Secretary at senatorial aspirant Mar Roxas pagnanalo siya bilang senador sa darating na eleksyon ay ang pag-repeal o pagkansela sa Tax Reform for Acceleration and Inclusion (TRAIN) law. Ang TRAIN Law ay isa sa mga legislative agenda ng Duterte Administration. Layon ng batas na mabigayan ng kaukulang pondo ang mahahalagang proyekto ng kasalukuyang administrasyon. Plano din ni Roxas na gumawa na mas mahigpit ng patakaran sa pagkuha ng mga manggagawang Tsino sa ating bansa. Nangako naman si Mar sa mga lokal na opisyal ng pagpapabuti sa kalagayan ng buhay ng mga Pilipino sa pamamagitan ng pagbibigay ng mapagkakakitaan at oportunidad. ""I'm here again to borrow your trust. I promise to pay your trust through honest, clean, and real service,"" Si Roxas ay nasa Catarman, Northern Samar, nitong Lunes bilang parte ng kanyang campaign sortie. Nagpasalamat siya sa suportang ipinakita ng mga Nortehanons noong halalan 2016 kung saan nanalo umano si Roxas sa 24 probinsya nito. Umaasa ang dating kalihim ng DILG ng parehas na suporta para sa kanyang kandidatura bilang senador. Source: Inq",1
"MAY isiningit na death penalty provision ang Kamara de Representantes sa mas mabigat na Dangerous Drugs law na inaprubahan nito sa ikatlo at huling pagbasa. Sa botong 172-0 at walang abstention, inaprubahan ng Kamara de Representantes ang House bill 8909. Ayon sa panukalang pagbabago sa Section 13 ng Comprehensive Dangerous Drugs Act ang sinumang mahuhuli na may dalang droga, gaano man karami, sa isang party, social gathering o meeting ang parusa ay habambuhay na pagkakabilanggo hanggang kamatayan.  Ito ay bukod pa sa P500,000 hanggang P10 milyong multa. Sa kasalukuyan ay walang parusang kamatayan sa bansa. May panukala na ibalik ang death penalty na naipasa na ang Kamara subalit hindi ito naaprubahan sa Senado. Isinama na rin sa mga maaaring maparusahan ang mga may-ari ng lugar kung saan may itinayong drug den.  Ang sinumang tao na malapit sa isang drug laboratory ay ituturing na sangkot sa paggawa ng ipinagbabawal na gamot. Sa ilalim ng panukala, kailangang sumailaim sa drug test ang mga atleta, propesyonal man o hindi, ng dalawang beses kada taon.",0
"Unti-unting naglalabas ng mahahalagang impormasyon ang kampo ni Nicko Falcis sa ginawang pagpopondo ni Kris Aquino sa mga anti-government/anti-DDS bloggers. Si Nicko Falcis ay ang dating financial manager ni Kris na kinasuhan ng aktres dahil sa pagdispalko umano sa pera nito. Ang mga akusasyon ni Kris ay mariing pinabulaanan naman ng kampo ng Falcis. Sa post ngayong araw ni Nicko sa kanyang Instagram account (nix722), binunyag nito na si Kris mismo ang nagbilin sa kanya na humanap ng MGA anti-administration blogger(s) para bigyan ng pondo. Ginawa raw ito ni Kris para protektahan ang umano'y ""queendom"" ng product endorser. ""Your specific instructions were to identify anti-administration / anti-dds blogs and give them funds to protect your 'queendom' through fb boosts. In addition to the Kris Aquino FB Page, I boosted Jover Laurio's Pinoy Ako Blog page as an advertiser,"" sabi ni Nicko. Binuking din ni Nicko na si Kris ang nagpakilala sa kanya kay Jover Laurio (Pinoy Ako Blog). Ito ay kabaligtaran sa sinabi ni Jover na si Nicko ang lumapit sa kanya para i-boost ang mga anti-du30 blogposts. ""YOU introduced her to me. Jover magically appeared in YOUR HOUSE when we were in a meeting,"" pagbubunyag ni Nicko. Isiniwalat din ni Nicko na pera ang ibinigay sa kanya ni Kris para hindi daw ma-trace o magkaroon ng paper trail ang mga transaksiyon. ""You told me you will give me cash so that there will be no paper trail,"" pagsisiwalat ni Nicko. Ipinaalala pa ni Nicko kay Kris na isa siyang accountant at dokumentado ang bawat paggastos sa pondong ipinagkatiwala sa kanya. Mayroon daw siyang resibo ng mga Facebook boostings. ""I used the cash you gave me properly, every peso and centavo. Remember, I'm an accountant, so there's proper FB documentation. There is no way that 'baka may nabulsa sa pondo.' I never stole from you, and you know that!,"" banat ni Nicko. Sa huli, sinabi ni Nicko na huwag ng i-bully ni Kris ang kanyang pamilya dahi hindi daw sila magpapabiktima sa aktress. Basahin ang mga komento ng mga kababayan natin sa bagong rebelasyon tungkol sa isyung kinasasangkutan ni Kris at ni Jover. Source: Nicko Falcis | Sass | Luminous",1
"Nagbibigay ito ng kalayaan sa relihiyon, nagkakaloob ng posisyon sa gobyerno base sa merito at nagbabawal sa birth-based privilege. Hindi krimen sa code ang blasphemy, sabi-sabi at iba pang gawain na labag sa relihiyon. Gayunman, hindi nahinto ang pang-aalipin.",0
"Libu-libong motorcycle rider ang nagsagawa ng nationwide protest laban sa implementasyon ng Motorcycle Crime Prevention Act o Republic Act 11235 at mas kilala sa tawag na Doble Plaka Law. Ayon sa impormasyong mula sa Quezon City Police, tinatayang nasa 50,000 riders ang nakiisa sa protestang tinawag na ""Unity Ride"" na kumain ng tatlong northbound lanes sa bahagi ng EDSA-White Plains. Nagsimula ang naturang protesta sa Pasay at umabot ito sa Quezon City. Nakiisa ang mga riders mula sa Laguna, Batangas, at Quezon at nagsagawa ng kanilang protesta sa Tiaong, Quezon. Nagtipun-tipon din ang mga rider sa Cebu at Zamboanga upang kondenahin ang naturang polisiya sa kani-kanilang lungsod. Matatandaang noong Marso 8, nilagdaan ni Pangulong Rodrigo Duterte ang batas na nagsusulong na mapigilan ang mga motorcycle riding criminals sa pagtakas matapos makagawa ng krimen. Ang naturang batas ay nangangailangan sa mga rider na magkaroon ng mas malaking plaka na madaling mabasa mula sa harap, likod at gilid ng motorsiklo sa distansya na hindi bababa sa 15 metro mula sa motorsiklo. Ito ay upang madali umanong makilala ang registration ng motorsiklo upang mahuli agad ang sino mang motorcycle riding criminal. Iniutos din ng Land Transportation Office (LTO) na magkaroon ng color scheme para sa mga readable plate numbers kada rehiyon upang madaling malaman kung saan ito nagmula. Agad namang tinabla ng mga rider ang naturang batas na ayon sa kanila ay ""discriminatory"". ""We are riders, not criminals,"" nakasaad sa mga placard ng mga rider. Ayon kay Motorist Motorcycle Rights Organization Chairperson Jobert Bolanos, nakababahala ang panukala na palakihin ang mga plaka dahil maaari umano itong makaapekto sa safety ng rider. ""If we place plates that are too big and will be affected by wind, there's no assurance that the mounting points will hold these plates in place. When there's wind resistance there's bound to be failure. When there's failure, there's risk, and when there's risk may masasaktan at pwedeng makamatay (someone could get hurt and die),"" saad ni Bolanos. Noong nakaraang linggo ay nilinaw ng LTO na hindi pa umano final ang disenyo ng license plates.",1
"Humingi ng paumanhin ang radio broadcaster na si Erwin Tulfo dahil sa mga naging patama nito laban kay Department of Social Welfare and Development (DSWD) Secretary Rolando Bautista. Sa kanyang programang 'Tutok Tulfo' sa Radyo Pilipinas, inamin nito na labis ang kanyang 'excessive rant' patungkol sa dating heneral, sinabing hindi katanggap-tanggap ang kanyang naging outburst tungkol kay Bautista. ""I apologize doon sa excessive na ranting, 'yung five minutes akong nagwawala. It's uncalled for,"" ayon sa kanyang programa. Ngunit aniya, hindi niya babawiin ang pagpuna kay Bautista dahil trabaho niya umano ito bilang mamamahayag. ""Pero 'yung punahin si Sec. Bautista, I think I have a right bilang journalist at hindi ko babawiin 'yun. Dahil kaming magkakapatid wala sa bokabularyo namin ang bumabawi sa commentary and it is not our option,"" aniya pa. Nag-ugat ang pagsaring ni Tulfo dahil sa hindi pagtugon ni Bautista sa hiling na makapanayam tungkol sa plano ng ahensya matapos mapirmahan ang Magna Carta of the Poor, dahilan para murahin ito on air. ""Tinatawagan ka namin para marining ng kababayang mahihirap ang stand ng mga mahihirap. Hindi yung sasabihan niyo kami na sumulat muna kayo five days before. Sino ka bang punyeta ka na kailangan ko pang sumulat sayo? Sagutin mo yung telepono mo dahil Secretary ka ng DSWD! Gustong marinig ng mga kababayan natin anong magagawa mo para sa kanila,"" saad ni Tulfo. ""Sampalin kita pag nakita kitang buang ka. Wala akong pakialam kung retired general ka. Ingudngud ko yung mukha mo sa inidoro. Kung ako nahihirapan magka-access sayo, how much more ang mga mahihirap?"" dagdag na pahayag ni Tulfo.",1
"MAYNILA, Pilipinas  -  Hinimok ni Foreign Affairs Secretary Alan Peter Cayetano ang Estados Unidos, Japan at Australia na huwag pangunahan ang Pilipinas sa mga desisyon nito sa mainit na usapin sa West Philippine Sea na kinasasangkutan ng China. Ito ay matapos maglabas ng pahayag ang tatlong bansa na nag-uudyok sa Pilipinas na igiit ang naging desisyon ng arbitration tribunal sa The Hague, Netherlands na inilabas noong nakaraang taon kung saan sinabi nitong walang basehan ang maritime claim ng China sa pinag-aagawang teritoryo. ""We expect nations not to tell us what to do. They have their own foreign policy and interests. Japan, Australia, and the US are our friends. The US is our treaty ally. But we told countries around the world we are sovereign,"" ani Cayetano. ""We'll decide what is good for us, we will decide what strategies are good for us because we are a sovereign nation,"" dagdag pa ng kalihim. Nauna nang sinabi ni Cayetano na hindi babanggitin sa binuong 'joint communique' ng mga foreign ministers mula sa Association of Southeast Asian Nations (ASEAN) ang land reclamation at militarization ng mga isla sa West Philippine Sea. Ayon sa kalihim, inihinto na umano ng China ang mga gawain nito sa kabila ng mga lumabas na ulat mula sa isang US think tank na patuloy ang konstruksiyon ng mga pasilidad sa apat na isla sa lugar. Sa inilabas na pahayag ni US Secretary of State Rex Tillerson at kaniyang mga counterpart mula sa Japan at Australia, hinimok nito ang Pilipinas na pangatawanan ang desisyon  ng UN court dahil ito ay 'final' at 'legally binding'. Subalit ayon kay Cayetano, bagama't iginagalang niya ang mga pahayag ng tatlong bansa, ang hidwaang teritoryo ay sa pagitan lamang umano ng Pilipinas at China at dapat manatiling ganito. ""We are not pro-China, pro-US, pro-Japan, pro-whatever. We are pro-Philippines and pro-Asean because we were good friends with China, good friends with Japan, and good friends with the US and we appreciate not to be told what to do,"" paliwanag pa ng Foreign Affairs Secretary.",1
"Hinamon ng aktor na si Robin Padilla si Magdalo Partylist representative at Otso Diretso senatorial bet Gary Alejano na maging totoo sa planong bumisita sa Spratly Island. Sa Instagram post ni Robin, sinabi nito na dapat hindi lang puro salita ang banta sa pagpunta sa Spratly Island at ituloy na ito para gayahin ang mga Tausug. ""Wag natin daanin sa pulitika ang kabayanihan. Walang mangyayari ang puro nating pagpapacute sa Ninunong China. Gayahin natin ang mga tausug ng sultanate of sulu ipakita natin sa Ninunong China na handa rin tayong mga Katipunero na sundan ang yapak ng mga Rebolusyaryong Tausug,"" ayon kay Robin. Saad pa niya, nakapagpaalam na siya sa kanyang kasambahay na si Mariel Padilla at kanyang mga anak kung sakaling kumasa si Alejano sa kanilang pagpunta sa pinag-aagawang teritoryo sa West Philippine Sea. ""Nakapagpaalam na ako sa aking asawa at mga anak katunayan wala na sila sa Bansa nandon na sa Amang Amerika,"" ani Robin. Handa na rin umanong mamatay si Robin para sa Inang Bayan at sinabing handa niyang gayahin ang Katipunan na nagbigay ng buhay para sa bansa. ""Walang pinakamatamis kundi ang mamatay para sa Inangbayan. Matanda na rin ako ayaw ko mamatay sa ICU o sa kotse katulad ng mga malalapit kong kaibigan kayat gawin natin ito ng isang beses tutal Katipunan ang dala nating pareho. Sabi nga nila every hundred years heroes must come medyo long overdue na tayo 132 years na ang Katipunan revolt,"" saad ni Robin. ""Pero hindi dapat nating idamay ang buong Pilipinas sa isyu na ito dahil kawawa ang taong bayan lalo nang mga mahihirap kapag pinatulan tayo ng ninunong China dito sa mainland Philippines kayat sarilinin natin itong lakad lumusob tayo sa Spratlys lumusob tayo gayahin natin ang mga Tausug at wag kang mag-alala susunod ako sa plano mo dahil marines ka marahil mas magaling ka sa akin sa military tactics kaya gawin na natin ito wala akong kokontrahin sa plano yakapin na natin ang pagiging bayani sa panahon na ito at marahil mabuhay natin ang bawat katipunan sa puso ng mga Pilipino at magising sa mahimbing na pagkakatulog,"" dagdag ng aktor.",1
"Hindi nagustuhan ng makakaliwang grupong Kabataan Partylist Laguna ang pagpasa kamakailan lang ng Reserve Officers' Training Corps (ROTC) bill sa kongreso. Ayon sa grupo, gumamit daw ang Duterte regime ng taktika para ma-railroad ang pagpasa ng panukalang batas. Banat pa nila, ang ROTC daw ay sanhi ng korapsyon, hazing at pasismo. ""We have - and always will - take the firm stance against Mandatory ROTC. The ROTC program historically has been a vehicle of corruption, hazing, and fascism.,"" boladas ng Kabataan Partylist. Angal pa ng Kabataan Partylist, makakasira daw ito sa Kabataan. ""It is not only disingenious but also damaging to the nation's youth that a historically broken policy would be enacted ,"" banat pa ng grupo. Noong Mayo 20, inaprubahan ng kamara ang panukalang batas na mandatory (ROTC) program para sa mga grades 11 and 12 students. Umabot sa 167 ang affirmative na boto, apat naman ang kumontra. Nakasaad sa panukalang batas na requirement sa graduation ng mga estudyante sa pampubliko at pribado na sumailalim sa ROTC. Ang ROTC bill ay isa sa mga legislative agenda ni Pangulong Rodrigo DUterte. Ayon sa Pangulo, sa pamamagitan ng ROTC, matuturuan nito ang mga kabataan na maging makabayan. Basahin ang reaksyon ng ilang netizren sa pagkontra ng makakaliwang partylist group sa ROTC. ""These are the same people who wanted to fight head on with China but are not willing to go through training and just wants to lay pretty and depend on our government most of the time.,"" sabi ni R. Malinao. ""Yes to mandatory ROTC no To tarantadong KABATAAN NPA PARTYLIST.. MGA BUG-K,"" sabi ni D. Onerom. ""Siyempre ayaw niyo kasi mas dadami ang susupil sa rebellion niyo. Hahaha. Bilang na mga araw niyo NPA partylist wala na kayong mauuto.,"" sabi ni A. Mesa. Source: Kabataan partylist Laguna | CNN Philippines",1
"Kinumpirma ngayong araw ng Department of Transportation (DOTr) ang social media post ng blogger na si Mark Lopez na gagamit ang gobyerno ng 21 Tunnel Boring Machines (TBM) para sa konstruksyon ng Metro Manila Subway project (MMSP). Ayon sa DOTr, ang naturang proyekto ay tinagurian daw na ""Project of the Century"" ng bansa. Sa pamamagitan daw nito ay magiging mas ligtas ang paggawa sa naturang subway. ""Hindi lang isa, dalawa o tatlo, kundi DALAWAMPU'T ISANG (21) TBM ang gagamitin para sa mas mabilis at mas ligtas na konstruksyon sa incredible subway na ito,"" sabi sa Facebook post ng DOTr. Ayon sa impormasyon ni Lopez, naka-order na raw ng 6 na units ang gobyerno at ang nalalabing 15 ay makukumpleto sa susunod na taon. ""Gusto kasi ng administrasyong Duterte na maging isang ganap na katuparan sa lalong madaling panahon ang dating pangarap lang natin,"" sai ni Lopez. Kamakailan lang ay ipinakita ng pamahalaan ang cutter head na gagamitin ng TBM sa paghuhukay para sa subway system. Ito po ang halimbawa ng Tunnel Boring Machine at kung paano ito gumagana. Source: DOTr | Mark Lopez | MinistryofTranBC",1
"Siyempre, ang isa sa mga naging pasimuno sa pag-iimbita ng showbiz friends ni Atty. Toto ay ang showbiz people na board members ng ahensiya at isa na rito si Gladys Reyes.",0
"Hindi pa nakakabuwelo ang ilang kababayan natin sa naging lindol kahapon sa Luzon na nakapinsala ng mga ari-arian, isa na naman malakas na lindol ang naranasan ng mga kapwa natin Pilipino sa bahagi ng Visayas region. Ayon sa ilang ulat, tumama ang lindol sa Eastern Samar ngayon hapon wala pang 24 oras matapos ang lindol sa Luzon. Napaulat na naramdaman daw ang yanig sa iba't-ibang lugar ng Visayas, Caraga at Bicol. Ayon kay Phivolcs Director Renato Solidum, hindi daw konektado ang lindol sa Samar at ang pagyanig na nangyare kahapon sa Luzon. Source: ABS | CNN | PS",1
ISA si Coco Martin sa mga nabanggit ni Sharon Cuneta sa presscon noong Lunes na gusto niyang makasama sa ABS-CBN artists kung gagawa siya ng teleserye. Marami raw kasi siyang naririnig at nababasa kung gaano kabait at kahusay makisama sa nga katrabaho ang Primetime King.,0
